zipcode,longitude,latitude,is_for_sale,property_type,bedroom,bathroom,size,list_price,last_update
92101,-117.159982,32.729087,true,Townhouse,2,3,1222,609000,1.482089324009808e+09
92103,-117.162445,32.736849,true,Single Family,2,2,1417,675000,1.482089328101345e+09
92101,-117.167208,32.728385,true,Single Family,4,2,1855,699000,1.482089332197948e+09
92101,-117.169704,32.726052,true,Townhouse,2,3,1010,605000,1.482089336385683e+09
92101,-117.156973,32.721348,true,Condo,1,1,852,459000,1.482089360649067e+09
92101,-117.166344,32.711004,true,Condo,2,2,1433,1.199e+06,1.482089377676999e+09
92101,-117.165153,32.713056,true,Condo,2,3,2610,1.59e+06,1.482089386083757e+09
92101,-117.156932,32.71096,true,Condo,1,1,842,410000,1.482089432754926e+09
92101,-117.1554,32.7083,true,Condo,2,2,1017,499900,1.482089399167047e+09
92101,-117.166344,32.711004,true,Condo,1,1,976,645000,1.482089437058989e+09
92101,-117.166344,32.711004,true,Condo,1,2,1296,599000,1.482089445219138e+09
92028,-117.067373,33.414704,false,,2.79,0,0,133000,1.482089457522076e+09
92101,-117.156924,32.710054,true,Condo,2,3,3110,2.7e+06,1.482089482934163e+09
92120,-117.070338,32.79844,true,Single Family,3,2,1458,555000,1.482092974435369e+09
92120,-117.06963,32.79562,true,Single Family,3,2,1102,496000,1.482092910867021e+09
92120,-117.077686,32.790506,true,Single Family,4,2,1594,554900,1.482093143185346e+09
92120,-117.076227,32.796653,true,Single Family,2,1,1096,495000,1.482093139150072e+09
92124,-117.095768,32.824067,false,,3,1.5,1350,,1.482092543318237e+09
92117,-117.203079,32.796491,true,Single Family,3,2,1056,714500,1.482092547620309e+09
92117,-117.207369,32.800116,true,Single Family,3,2,1829,825000,1.482092551722858e+09
92117,-117.202416,32.793604,true,Single Family,4,2.5,2304,849900,1.482092555882549e+09
92114,-117.081414,32.700823,true,Single Family,3,2,1730,405000,1.482092224607346e+09
92114,-117.080818,32.697029,false,,3,2,1050,,1.482092228722353e+09
92114,-117.075164,32.701403,true,Single Family,5,3,2829,450000,1.482092232832668e+09
92104,-117.140402,32.75076,true,Townhouse,2,1,703,299900,1.482092559949981e+09
92037,-117.264873,32.815517,true,,3,2,1692,1.5e+06,1.482089552965703e+09
92037,-117.264486,32.820323,true,Single Family,3,2,2125,1.699e+06,1.48208964328897e+09
92037,-117.265578,32.811813,true,Single Family,4,3,2244,1.699e+06,1.482090432860597e+09
92037,-117.269019,32.818821,true,Single Family,4,3,2557,2.495e+06,1.48208957346442e+09
92037,-117.237563,32.850606,true,Single Family,4,5,4757,2.349e+06,1.482089577704452e+09
92037,-117.242941,32.852294,true,Single Family,3,3,3379,3.688e+06,1.482089581802285e+09
92037,-117.249214,32.845407,true,Single Family,4,3,2502,2.295e+06,1.482089585965854e+09
92037,-117.246094,32.843479,true,Single Family,5,4,3362,2.595e+06,1.482089590282438e+09
92037,-117.260437,32.813063,true,Single Family,3,4,2509,2.599e+06,1.482089594355229e+09
92037,-117.260182,32.816975,true,Single Family,4,3,3238,2.795e+06,1.482089651694597e+09
92037,-117.258521,32.818632,true,Single Family,5,6,6300,5.995e+06,1.482089602518616e+09
92037,-117.251663,32.814377,true,Single Family,3,3,2611,1.8959e+06,1.482089606631907e+09
92037,-117.266625,32.814918,true,Single Family,4,5,3185,3.295e+06,1.482089946193542e+09
92037,-117.232877,32.862777,true,Condo,2,2,1231,625000,1.482092062342579e+09
92037,-117.2338,32.861286,true,Condo,1,1,691,347500,1.482092133897207e+09
92037,-117.233808,32.862735,true,Condo,1,1,691,324900,1.4820921296105e+09
92037,-117.262535,32.82315,true,Single Family,4,3,2511,1.799e+06,1.482089634689278e+09
92037,-117.2605,32.81626,true,Single Family,4,2,2000,1.499e+06,1.48208963900332e+09
92037,-117.265257,32.818382,true,Single Family,4,4,3245,2.125876e+06,1.482089647408485e+09
92037,-117.260146,32.839714,true,Single Family,4,5,5747,4.795e+06,1.48208965603364e+09
92037,-117.26238,32.839689,true,Single Family,5,6,5134,4.995e+06,1.482089660141459e+09
92037,-117.257653,32.839028,true,Single Family,7,8,7020,7.995e+06,1.482089664390791e+09
92037,-117.258098,32.840401,true,Single Family,5,6,5788,4.298e+06,1.482089674235651e+09
92037,-117.26111,32.841078,true,Single Family,4,4,3858,3.495e+06,1.482089678545576e+09
92037,-117.280738,32.839672,true,Condo,3,3,2116,2.099e+06,1.482089682832533e+09
92037,-117.276198,32.847882,true,Condo,2,3,2286,3.15e+06,1.482089860593511e+09
92037,-117.276279,32.846165,true,Condo,3,4,2130,2.145e+06,1.482089852318779e+09
92037,-117.27657,32.846114,true,Condo,3,4,2230,2.145e+06,1.482089856383638e+09
92037,-117.281032,32.83903,true,Condo,2,3,1971,1.895e+06,1.482089699195152e+09
92037,-117.269216,32.811811,true,Single Family,3,4,2900,2.9e+06,1.482089950281869e+09
92037,-117.26802,32.810645,true,Single Family,3,3,2983,2.895e+06,1.482089942101847e+09
92037,-117.265738,32.809489,true,Single Family,3,2,2088,1.85e+06,1.48209043711411e+09
92037,-117.238545,32.866267,true,Townhouse,4,3,1824,869000,1.482092117311889e+09
92037,-117.231301,32.863376,true,Townhouse,3,3,1992,835000,1.482092078725978e+09
92037,-117.237417,32.861173,true,Single Family,3,3,2794,1.399e+06,1.482092082702233e+09
92037,-117.249474,32.82803,true,Single Family,5,3,2975,1.695e+06,1.482089742065382e+09
92037,-117.247125,32.828502,true,Single Family,5,4,4232,2.795e+06,1.482089903606026e+09
92037,-117.240696,32.830302,true,Single Family,4,4,3624,1.695e+06,1.482089920603488e+09
92037,-117.252893,32.836858,true,Single Family,3,3,2237,1.489e+06,1.482089754720412e+09
92037,-117.242484,32.830835,true,Single Family,4,4,2350,1.225e+06,1.482089954404422e+09
92037,-117.244878,32.882744,true,Townhouse,2,3,2174,989000,1.482092113108902e+09
92037,-117.24091,32.858224,true,Single Family,4,3,2949,1.497e+06,1.482092121410785e+09
92037,-117.240944,32.859324,true,Single Family,4,3,3615,1.7e+06,1.482092125501702e+09
92037,-117.276086,32.819442,true,Single Family,6,7,4609,6.595e+06,1.482089789147172e+09
92037,-117.273311,32.823067,true,Single Family,4,5,3171,2.95e+06,1.482089793206851e+09
92037,-117.279033,32.823575,true,Single Family,4,5,5221,6.295e+06,1.482089797294071e+09
92037,-117.278545,32.82954,true,Single Family,4,5,4879,3.65e+06,1.482089801393298e+09
92037,-117.278434,32.829541,true,Single Family,5,5,4757,3.7e+06,1.482089805463779e+09
92037,-117.264226,32.848913,true,Single Family,7,8.5,7600,9.95e+06,1.482089809597437e+09
92037,-117.276568,32.826197,true,Condo,1,1,713,389900,1.482089813621877e+09
92037,,,true,Condo,1,1,0,379000,1.482089818015027e+09
92037,-117.274188,32.831201,true,Single Family,2,2,1561,1.45e+06,1.482089822305117e+09
92037,-117.27763,32.828375,true,Single Family,3,3,1976,1.399e+06,1.482089826340553e+09
92037,-117.275761,32.835738,true,Single Family,2,2,1514,1.195e+06,1.482089830440625e+09
92037,-117.27818,32.83059,true,Townhouse,3,3,2467,1.5e+06,1.48208983991101e+09
92037,-117.270631,32.837539,true,Single Family,3,3,2386,1.595e+06,1.482089844054544e+09
92037,-117.276198,32.847882,true,Condo,2,2,1799,2.1e+06,1.482089848334824e+09
92037,-117.279139,32.842636,true,Condo,1,2.75,1755,1.595e+06,1.482089864675333e+09
92037,-117.254426,32.845143,true,Single Family,4,3,1968,1.695e+06,1.482089868797505e+09
92037,-117.259266,32.848262,true,Single Family,4,5,3331,2.7e+06,1.482089872924139e+09
92037,-117.259845,32.84863,true,Single Family,3,4,2391,2.895e+06,1.482089877207331e+09
92037,-117.26081,32.850062,true,Single Family,2,2,1821,2.195e+06,1.48208988136924e+09
92037,-117.262938,32.846173,true,Single Family,3,4,3287,2.695e+06,1.482089890897027e+09
92037,-117.232457,32.85719,true,Townhouse,2,3,1426,605000,1.482089894961931e+09
92037,-117.255715,32.830022,true,Single Family,5,6,5272,3.395e+06,1.482089907921335e+09
92037,-117.238707,32.825409,true,Single Family,4,2,2458,1.35e+06,1.482089958500598e+09
92109,-117.230521,32.816468,true,Single Family,3,2,1618,1.25e+06,1.482090562474446e+09
92037,-117.267669,32.808143,true,Single Family,4,4,3962,7.4e+06,1.482089928828991e+09
92037,-117.267814,32.808278,true,Single Family,4,5,3400,7.9e+06,1.48208993797087e+09
91910,-117.044634,32.633457,false,,3,2,2595,,1.482092194939768e+09
92139,-117.022906,32.695619,true,Single Family,3,2.5,1327,405000,1.482092198996182e+09
91977,-117.018665,32.695405,true,,4,2,2138,495000,1.482092208336017e+09
92139,-117.028101,32.69475,true,Single Family,3,3,1575,399000,1.482092212381692e+09
91977,-117.017719,32.693939,true,Single Family,4,2,1598,449000,1.482092216431928e+09
92114,-117.024542,32.699807,true,Single Family,3,2,1506,399900,1.482092220538677e+09
92124,-117.087133,32.817008,true,Single Family,4,3,2502,779000,1.482090178455823e+09
92124,-117.092488,32.840535,true,Single Family,4,3,2631,779000,1.482090191107843e+09
92124,-117.091831,32.841236,true,Single Family,4,3,2631,829000,1.482090195169365e+09
92124,-117.096434,32.833897,true,Single Family,3,3,1808,679000,1.482090182750967e+09
92124,-117.082881,32.839666,true,Condo,2,3,1262,455000,1.48209010351075e+09
92124,-117.083902,32.84259,true,Condo,2,2,1090,399000,1.482090107546874e+09
92124,-117.086318,32.814334,true,Condo,3,2,1331,429000,1.482090115969227e+09
92124,-117.114876,32.826423,true,Condo,2,1,1015,410000,1.482090133586083e+09
92124,-117.11537,32.825535,true,Condo,3,3,1572,469000,1.482090137674721e+09
92124,-117.114624,32.826158,true,Condo,2,1,1015,359000,1.482090141682347e+09
92124,-117.114433,32.827069,true,Townhouse,2,3,1360,415000,1.482090145894165e+09
92124,-117.078721,32.835783,true,Single Family,4,3,2469,790000,1.482090162255334e+09
92124,-117.101439,32.830596,true,Single Family,5,3,2873,820000,1.48209018683991e+09
92103,-117.183939,32.747753,true,Single Family,3,2,1680,1.195e+06,1.482093338169844e+09
92103,-117.184823,32.748922,true,Single Family,5,3,2496,1.575e+06,1.482093342262465e+09
92103,-117.179104,32.750495,true,Single Family,3,3,1510,1.048e+06,1.482093350450808e+09
92110,-117.203225,32.779608,true,Single Family,3,2,1623,795000,1.482090364849904e+09
92110,-117.204432,32.785928,true,Single Family,4,3,1592,825000,1.482090373008055e+09
92110,-117.19009,32.763545,true,Condo,2,2,1118,399000,1.482090356423729e+09
92110,-117.19009,32.763545,true,Condo,2,2,1120,385000,1.482090242751897e+09
92110,-117.18872,32.766624,true,Condo,2,1,850,299000,1.482090247077053e+09
92110,-117.19009,32.763545,true,Condo,2,2,1120,415000,1.482090352307674e+09
92110,-117.18749,32.764725,true,Condo,2,2,1112,425000,1.482090343928864e+09
92110,-117.19021,32.781709,true,Single Family,4,5,2540,949000,1.482090286815965e+09
92110,-117.198213,32.781481,true,Single Family,3,2,2093,885000,1.482090368948515e+09
92110,-117.193015,32.791383,true,,4,3,2252,770000,1.482090398341955e+09
92110,-117.179534,32.746341,true,Condo,2,2.5,1433,595000,1.482090311556796e+09
92103,-117.174584,32.737203,true,Condo,2,1,1177,499000,1.482090315657065e+09
92110,-117.187219,32.763775,true,Condo,2,2,1112,415000,1.48209034813696e+09
92110,-117.200941,32.788784,true,Single Family,3,2,1496,949000,1.482090406596042e+09
92107,-117.232545,32.741684,true,Condo,2,3,1024,419000,1.482090385426914e+09
92110,-117.200966,32.788646,true,Single Family,3,2,850,789000,1.482090402500574e+09
92109,-117.25747,32.80335,true,Single Family,4,4,2333,1.599e+06,1.482090478885826e+09
92037,-117.26227,32.813916,true,Single Family,3,2,1771,1.25e+06,1.482090457804596e+09
92109,-117.256508,32.809955,true,Single Family,3,2,1824,942000,1.482090445496909e+09
92037,-117.259933,32.812835,true,Single Family,3,2,1190,1.049e+06,1.482090449595705e+09
92109,-117.258937,32.807772,true,Townhouse,3,3,1332,749000,1.482090453685722e+09
92109,-117.251816,32.777208,true,Condo,3,3,1959,1.599e+06,1.482090462039883e+09
92109,-117.251199,32.807271,true,Single Family,5,5,3009,1.695e+06,1.482090694765652e+09
92109,-117.247193,32.808134,true,Single Family,5,5,3788,1.899e+06,1.482090686290514e+09
92109,-117.246409,32.810909,true,Single Family,4,4,2822,1.699e+06,1.482090474626294e+09
92109,-117.223611,32.811824,true,Single Family,4,2,2360,1.279e+06,1.482092572596774e+09
92109,-117.225555,32.808411,true,Single Family,3,2,1728,929000,1.482092580999687e+09
92109,-117.226859,32.811115,true,Single Family,4,3,3474,2.2999e+06,1.482090500191813e+09
92109,-117.243029,32.791795,true,Condo,2,2,1231,750000,1.482090797382053e+09
92109,-117.240906,32.790498,true,Condo,3,3,1660,1.139e+06,1.482090789165938e+09
92109,-117.243554,32.791586,true,Condo,3,2,1908,1.365e+06,1.482090793250476e+09
92109,-117.246219,32.795211,true,Condo,3,3,1430,799000,1.482090647182454e+09
92109,-117.24593,32.791916,true,Condo,2,1,699,629000,1.482090754969971e+09
92109,-117.234475,32.793722,true,Condo,2,2,753,499000,1.482090763958919e+09
92109,-117.236921,32.80832,true,Single Family,2,2,1492,989000,1.482090537814421e+09
92109,-117.240873,32.807034,true,Single Family,4,3,3090,1.749e+06,1.48209068205037e+09
92109,-117.244424,32.804251,true,Single Family,3,2,1888,1.199e+06,1.482090690330187e+09
92109,-117.244084,32.812846,true,Single Family,4,3,2598,1.495e+06,1.48209055814877e+09
92109,-117.230354,32.794067,true,Condo,2,2,913,545000,1.482090570587738e+09
92109,-117.235421,32.802273,true,Condo,2,2,835,429000,1.482090574770143e+09
92109,-117.230751,32.79627,true,Condo,3,2,1562,699000,1.482090578829891e+09
92109,-117.231048,32.796573,true,Condo,2,1,805,419000,1.482090698846811e+09
92109,-117.256958,32.797736,true,Condo,2,2,977,775000,1.482090828090751e+09
92109,-117.250736,32.798896,true,Condo,3,3,1368,695000,1.482090832159899e+09
92109,-117.248721,32.796371,true,Condo,3,3,1496,699000,1.482090643136702e+09
92109,-117.254478,32.804454,true,Condo,2,1,894,469000,1.482090609772032e+09
92109,-117.253223,32.807384,true,Condo,2,2,994,564000,1.482090613884095e+09
92109,-117.254478,32.804454,true,Condo,2,2,1055,625000,1.482090836267878e+09
92109,-117.236219,32.795039,true,Townhouse,3,2.5,1935,839900,1.482090772397299e+09
92109,-117.244576,32.793678,false,,2,1,827,,1.482090677979345e+09
92109,-117.239819,32.790909,true,Single Family,3,3,1900,1.399e+06,1.482090768291439e+09
92109,-117.236348,32.783036,true,Single Family,4,2,1805,839000,1.482090726083567e+09
92109,-117.236968,32.803477,true,Condo,1,1,653,343900,1.482090746763602e+09
92109,-117.23719,32.802653,true,Condo,1,1,653,309000,1.482090750871729e+09
92109,-117.233995,32.804765,true,Condo,2,2,823,399000,1.482090717495602e+09
92109,-117.233192,32.805194,true,Condo,2,2,819,399000,1.482090721790851e+09
92109,-117.236412,32.8036,true,Single Family,2,2,1032,429000,1.482090738621738e+09
92109,-117.245246,32.799528,true,Condo,2,1,805,475000,1.482090742710571e+09
92109,-117.247252,32.791987,true,Condo,2,3,2636,2.895e+06,1.482090776675696e+09
92109,-117.253764,32.787398,true,Single Family,3,2,938,1.15e+06,1.482090801511948e+09
92109,-117.251561,32.783417,true,Single Family,2,3,1041,1.199e+06,1.482090805587227e+09
92109,-117.252368,32.784677,true,Single Family,3,2,1350,1.395e+06,1.482090815509553e+09
92109,-117.252378,32.782041,true,Townhouse,3,2,1371,1.249e+06,1.482090819671291e+09
92109,-117.252037,32.781889,true,Single Family,2,2,1166,849000,1.48209082375611e+09
92122,-117.212001,32.864714,true,Condo,2,3,1389,518000,1.482092095194575e+09
92122,-117.212001,32.864714,true,Condo,2,3,1389,530000,1.482092099331895e+09
92122,-117.220462,32.869128,true,Condo,2,2,1000,480000,1.482092109124162e+09
92122,-117.197354,32.863518,true,Condo,2,2,848,388000,1.482090877429245e+09
92122,-117.200416,32.863552,true,Condo,2,2,848,387000,1.482090881536654e+09
92122,-117.2308,32.83983,true,Single Family,5,3,2254,880000,1.482091003627789e+09
92122,-117.231797,32.842402,true,Single Family,3,3,2200,888000,1.482090959584274e+09
92122,-117.220021,32.849953,true,Single Family,2,2,2070,989900,1.482090999457799e+09
92037,-117.2331,32.856758,true,Condo,2,3,1074,570000,1.4820909345601e+09
92122,-117.226954,32.860869,true,Condo,2,3,1428,650000,1.482090938671975e+09
92122,-117.210846,32.855986,true,Single Family,5,3,3006,949000,1.482090976253078e+09
92122,-117.208462,32.846685,true,Single Family,4,4,3000,975000,1.482090968013609e+09
92122,-117.20867,32.85473,true,Single Family,3,3,2610,999000,1.482090972145667e+09
92562,-117.20547,33.584831,true,Single Family,2,2,1190,319999,1.482091007903867e+09
92562,-117.206842,33.58646,true,Single Family,3,2,1230,304888,1.482091048249636e+09
92562,-117.209142,33.580745,true,Single Family,3,2,1754,384900,1.482091016517074e+09
92562,-117.199179,33.567774,true,Single Family,4,3,2335,434900,1.482091195900629e+09
92562,-117.196438,33.570226,true,Single Family,4,3,2751,424000,1.482091183638654e+09
92562,-117.18733,33.570676,true,Single Family,4,3,2692,419900,1.482091191840417e+09
92562,-117.191475,33.571954,true,Single Family,5,3,2550,398500,1.482091187718183e+09
92562,-117.214195,33.58629,true,Single Family,3,3,1912,389900,1.482091044029636e+09
92562,-117.208765,33.590968,true,Single Family,4,3,2104,379900,1.48209105231839e+09
92562,-117.208349,33.590135,true,Single Family,4,3,2646,420000,1.48209105669471e+09
92562,-117.263832,33.571171,true,Single Family,5,3,3306,479000,1.482091061075388e+09
92562,-117.254396,33.569024,true,Single Family,4,2,2300,515000,1.482091065235096e+09
92562,-117.258892,33.57515,true,Single Family,3,3,1858,420000,1.482091069576791e+09
92562,-117.253047,33.568543,true,Single Family,4,3,2543,479000,1.482091073675049e+09
92562,-117.270339,33.57176,true,Single Family,3,4,3654,949900,1.482091083290724e+09
92562,-117.323217,33.542564,true,Single Family,3,3,4050,1.25e+06,1.482091087547597e+09
92562,-117.238026,33.572702,true,Single Family,5,3,3048,479900,1.482091175220438e+09
92562,-117.241529,33.57742,true,Single Family,5,3,3738,489900,1.4820912649787e+09
92562,-117.23799,33.572534,true,Single Family,4,3,4000,545000,1.482091171125279e+09
92562,-117.24137,33.576984,true,Single Family,5,3,3187,488750,1.482091249113169e+09
92562,-117.23786,33.572204,true,Single Family,5,4,3686,517000,1.482091166830481e+09
92562,-117.23256,33.559326,true,Single Family,5,5,3711,499900,1.482091114220653e+09
92562,-117.231643,33.558423,true,Single Family,5,5,4043,559900,1.482091118510359e+09
92562,-117.229288,33.556461,true,Single Family,5,3,3233,535000,1.482091122792227e+09
92562,-117.222569,33.55589,true,Single Family,4,3,3017,474900,1.482091126888865e+09
92562,-117.239811,33.570482,true,Single Family,5,3,3048,464900,1.482091162329531e+09
92562,-117.221023,33.57533,true,Single Family,5,3,2626,435000,1.482091141848683e+09
92562,-117.221349,33.57487,true,Single Family,5,3,2626,379900,1.482091145949187e+09
92562,-117.217601,33.576448,true,Single Family,4,3,2510,389900,1.482091507452783e+09
92562,-117.219229,33.567944,true,Single Family,5,3,3291,424900,1.48209115415742e+09
92562,-117.222031,33.568231,true,,4,3,2447,379000,1.48209115822089e+09
92562,-117.24196,33.573845,true,Single Family,6,4,3738,564000,1.482091179399292e+09
92562,-117.178193,33.595144,true,Single Family,4,3,3212,439950,1.48209130323821e+09
92562,-117.181307,33.597207,true,Single Family,5,3,3214,490000,1.482091298966766e+09
92562,-117.184599,33.595647,true,Single Family,4,3,2621,409500,1.482091294651539e+09
92563,-117.17845,33.590781,true,Single Family,5,3,2649,447500,1.482091219293495e+09
92562,-117.199253,33.581263,true,Single Family,3,3,2161,367000,1.482091454330715e+09
92562,-117.200543,33.583165,true,Single Family,3,2,2010,385000,1.482091458456708e+09
92562,-117.198199,33.587958,true,Single Family,4,3,1744,349900,1.482091450264357e+09
92562,-117.23438,33.577401,true,Single Family,5,3,3270,499900,1.482091244623877e+09
92562,-117.229375,33.586107,true,Single Family,4,3,3602,464900,1.482091437795933e+09
92562,-117.262921,33.575371,true,Condo,3,3,2246,499900,1.4820912692256e+09
92562,-117.264688,33.574344,true,Condo,2,3,2225,419000,1.482091273325059e+09
92562,-117.259773,33.578083,true,Condo,3,3,2691,629000,1.48209127764914e+09
92562,-117.266357,33.57785,true,Condo,2,3,2112,399900,1.482091281709577e+09
92562,-117.265945,33.578018,true,Condo,2,3,1840,388888,1.482091286018648e+09
92562,-117.180961,33.591041,true,Single Family,5,3,3676,514900,1.482091290328655e+09
92562,-117.184471,33.58931,true,Single Family,4,3,2851,449000,1.482091307537397e+09
92562,-117.334558,33.527599,true,,19.7,0,0,379995,1.482091316524465e+09
92562,-117.332507,33.534391,false,,4.7,0,0,375000,1.482091320838176e+09
92562,-117.22366,33.56558,false,,10.47,0,0,299000,1.482091325166534e+09
92562,-117.22366,33.56558,false,,40,0,0,279000,1.48209132944221e+09
92562,-117.22364,33.56565,false,,2.57,0,0,259000,1.48209133352369e+09
92562,,,false,,0,0,0,375000,1.482091337630418e+09
92562,-117.1831,33.609644,true,Single Family,5,3,3948,498000,1.482091341737486e+09
92562,-117.18264,33.612075,true,Single Family,5,3,3948,504980,1.48209134604365e+09
92562,-117.184072,33.610315,true,Single Family,5,3,3658,569000,1.482091350558284e+09
92562,-117.184112,33.609783,true,Single Family,5,3,3948,519000,1.482091359377794e+09
92562,-117.184723,33.61013,true,Single Family,4,3,2720,468888,1.482091363887448e+09
92562,-117.202684,33.57604,true,Single Family,2,2,1437,325000,1.482091372243866e+09
92562,-117.202718,33.581046,true,Single Family,3,2,2010,389000,1.482091376554827e+09
92562,-117.203317,33.577355,true,Single Family,2,2,1606,379888,1.482091380831072e+09
92562,-117.214309,33.573716,true,Single Family,4,3,1847,379000,1.482091495106092e+09
92562,-117.213111,33.573061,true,Single Family,5,2,2030,390000,1.482091503340546e+09
92562,-117.212012,33.57723,true,Single Family,4,2,2415,404999,1.482091499189903e+09
92562,-117.222785,33.587792,true,Single Family,5,3,3050,449000,1.482091429252011e+09
92562,-117.221143,33.588465,true,Single Family,6,4,3926,438000,1.482091433482735e+09
92562,-117.22381,33.584386,true,Single Family,5,3,3245,434900,1.482091442040044e+09
92562,-117.220713,33.592856,true,Single Family,4,4,3179,425000,1.48209144617401e+09
92562,-117.200707,33.589539,true,Single Family,4,3,2464,375000,1.48209146279496e+09
92562,-117.20764,33.599466,true,Single Family,4,3,1927,359900,1.482091467095012e+09
92562,-117.208052,33.595526,true,Single Family,4,3,2316,419900,1.482091477753427e+09
92595,-117.20939,33.602366,true,Single Family,3,3,2918,399990,1.482091482243347e+09
92595,-117.209367,33.602571,true,Single Family,3,3,2918,407500,1.482091486357008e+09
92595,-117.210091,33.60136,true,Single Family,5,3,3646,439900,1.482091490649851e+09
92019,-116.932266,32.789569,true,Single Family,2,3,1268,270000,1.482091733649318e+09
92019,-116.932131,32.788362,true,Townhouse,3,3,1446,349900,1.48209173764362e+09
92019,-116.931802,32.794241,true,Single Family,3,2,1014,398000,1.482091646479233e+09
92019,-116.888016,32.77506,true,Single Family,3,3,1642,495000,1.48209176445487e+09
92019,-116.887695,32.774461,true,Single Family,3,3,1642,445900,1.482091760133916e+09
92019,-116.888541,32.774897,true,Single Family,2,3,1526,469000,1.482091756068568e+09
92019,-116.889296,32.777566,true,Single Family,3,3,1629,469500,1.482091751952254e+09
92019,-116.934028,32.74635,true,Single Family,2,2.5,1258,360000,1.482091551459772e+09
92019,-116.936192,32.755612,true,Single Family,3,2,1143,459900,1.482091776922786e+09
92019,-116.838237,32.814731,true,Single Family,3,3,1675,429000,1.482091560077045e+09
92019,-116.832221,32.817017,true,Single Family,2,1,840,369900,1.482091564165475e+09
92019,-116.919369,32.771668,true,Single Family,5,4.5,5729,1.65e+06,1.482091574588056e+09
92019,-116.91817,32.775038,true,Single Family,4,3,2929,920000,1.482091578693282e+09
92019,-116.914878,32.774879,true,Single Family,4,3,3376,875000,1.482091612319131e+09
92019,-116.915168,32.777713,true,Single Family,5,3,3621,899000,1.482091626403502e+09
92019,-116.905645,32.778169,true,Single Family,4,3,2500,695000,1.482091620658458e+09
92019,-116.909096,32.782383,true,Single Family,4,4,2685,690000,1.482091595308813e+09
92019,-116.898003,32.786105,false,Single Family,4,3,3188,550000,1.482091603964806e+09
92019,-116.879623,32.783607,true,Townhouse,3,3,1700,429000,1.48209179679922e+09
92019,-116.907477,32.767764,true,Single Family,5,4,2941,749000,1.482091616578562e+09
92019,-116.94469,32.79001,true,Mobile / Manufactured,2,1,920,34900,1.482091630461424e+09
92019,-116.92897,32.794368,true,Single Family,3,2,1200,399000,1.482091667575459e+09
92019,-116.918703,32.785918,true,Single Family,3,2,1496,392000,1.482091725013654e+09
92019,-116.923274,32.743116,true,Single Family,4,3,2604,649900,1.482091671650377e+09
92019,-116.912556,32.754848,true,Single Family,4,2,1464,520000,1.482091675832738e+09
92019,-116.929978,32.782128,true,Single Family,4,3,1910,499000,1.482091679848898e+09
92019,-116.927722,32.783969,true,Single Family,3,2,1014,260000,1.482091747757284e+09
92019,-116.925917,32.783757,true,Townhouse,2,1,945,272900,1.482091687950741e+09
92019,-116.920975,32.783108,true,Single Family,3,1,1102,415000,1.482091700263866e+09
92019,-116.934934,32.755881,true,Single Family,3,2,1143,499900,1.482091772853903e+09
92019,-116.93613,32.749992,true,Single Family,4,3,2102,599000,1.482091781031611e+09
92019,-116.933956,32.750636,true,Single Family,4,3,1796,569900,1.482091768554443e+09
92019,-116.918406,32.783454,true,Single Family,3,2,1194,439999,1.482091729427553e+09
92019,-116.879623,32.783607,true,Single Family,2,2,1371,315000,1.482091785112699e+09
91906,-116.415238,32.62471,true,Single Family,4,3,2283,725000,1.482091805520925e+09
91950,-117.087001,32.694623,true,Single Family,3,2,1054,390000,1.48209190182273e+09
91950,-117.087468,32.691167,false,,4,2,1504,,1.482091910204717e+09
92113,-117.114883,32.698269,false,,4,2,1934,,1.48209194753331e+09
92113,-117.113415,32.700499,true,Single Family,3,1,960,329000,1.482091927064816e+09
92113,-117.109015,32.698625,true,Single Family,3,2,1076,375000,1.482091918859749e+09
92113,-117.10728,32.686017,true,Single Family,4,1,1520,399000,1.482091955650379e+09
92113,-117.113728,32.691111,true,Single Family,3,2,1073,399000,1.482091943446061e+09
92113,,,true,Single Family,4,3,0,650000,1.48209190616267e+09
92113,-117.098642,32.694155,true,Single Family,2,2,696,340000,1.482091914574415e+09
92102,-117.130521,32.708917,true,Single Family,4,2,1239,450000,1.482091931144363e+09
92113,-117.134837,32.699526,true,Single Family,2,1,720,399900,1.482091935248829e+09
92102,-117.123588,32.710647,false,,3,1.5,1144,,1.482091939320323e+09
92113,-117.103974,32.687426,true,Single Family,8,4,1902,569900,1.482091963460839e+09
91950,-117.101619,32.683355,true,Single Family,4,2,2039,385000,1.482091967514468e+09
91902,-116.995265,32.676017,true,Single Family,3,3,2164,1.799e+06,1.482092137992135e+09
91902,-116.99351,32.679802,false,,4,3,4033,,1.482092142322656e+09
91902,-116.993809,32.681023,true,Single Family,4,4,4633,1.299e+06,1.482092146451834e+09
92117,-117.216896,32.82455,true,Single Family,3,2,1459,675000,1.482092576938567e+09
92117,-117.169289,32.838299,true,Mobile / Manufactured,3,2,1120,134900,1.4820924379909e+09
92117,-117.169289,32.838299,true,Mobile / Manufactured,3,2,1136,165000,1.48209242984075e+09
92117,-117.169289,32.838299,true,Mobile / Manufactured,3,2,1120,124900,1.4820924485299e+09
92117,-117.16603,32.834739,true,Mobile / Manufactured,3,2,960,89900,1.482092433967849e+09
92117,-117.192819,32.826317,true,Single Family,4,2,1405,659000,1.482092401182946e+09
92117,-117.199171,32.826675,true,Single Family,3,2,1374,639000,1.482092375958707e+09
